bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,4,1,2,7,35,2021-12-27 12:15:00,30,5
01,01002,7,12,8,3,25,112,2021-12-27 12:15:00,97,16
01,01003,3,11,4,2,12,116,2021-12-27 12:15:00,95,9
01,01004,1,2,2,1,8,17,2021-12-27 12:15:00,17,8
01,01051,1,4,2,1,6,32,2021-12-27 12:15:00,32,6
01,01053,2,0,0,2,6,12,2021-12-27 12:15:00,12,6
01,01054,3,1,1,3,6,18,2021-12-27 12:15:00,18,6
01,01055,3,0,0,3,9,35,2021-12-27 12:15:00,35,9
01,01056,2,3,2,2,6,28,2021-12-27 12:15:00,28,6
01,01057,1,0,0,1,4,8,2021-12-27 12:15:00,8,4
01,01058,5,2,2,3,18,24,2021-12-27 12:15:00,24,12
01,01059,1,1,1,1,0,24,2021-12-27 12:15:00,24,0
01,01060,3,4,4,3,21,55,2021-12-27 12:15:00,55,21
01,01061,3,3,2,1,17,26,2021-12-27 12:15:00,21,9
01,01062,3,6,2,3,8,18,2021-12-27 12:15:00,18,8
02,02000,34,68,36,24,127,430,2021-12-27 12:15:00,375,73
03,03101,7,11,6,5,30,99,2021-12-27 12:15:00,87,25
03,03102,2,5,4,2,2,26,2021-12-27 12:15:00,26,2
03,03103,3,6,5,1,4,27,2021-12-27 12:15:00,18,4
03,03151,1,2,1,1,0,12,2021-12-27 12:15:00,12,0
03,03153,3,2,2,3,1,23,2021-12-27 12:15:00,23,1
03,03154,1,3,3,1,2,15,2021-12-27 12:15:00,15,2
03,03155,2,1,0,2,9,14,2021-12-27 12:15:00,14,9
03,03157,1,1,0,1,4,10,2021-12-27 12:15:00,10,4
03,03158,1,1,0,1,6,10,2021-12-27 12:15:00,10,6
03,03159,8,24,19,7,23,110,2021-12-27 12:15:00,97,18
03,03241,19,47,29,16,58,331,2021-12-27 12:15:00,290,46
03,03251,3,1,1,3,6,11,2021-12-27 12:15:00,11,6
03,03252,6,7,5,4,12,64,2021-12-27 12:15:00,62,8
03,03254,7,8,3,4,15,61,2021-12-27 12:15:00,55,10
03,03255,1,2,1,1,2,7,2021-12-27 12:15:00,7,2
03,03256,1,1,0,1,2,12,2021-12-27 12:15:00,12,2
03,03257,1,1,1,1,6,18,2021-12-27 12:15:00,18,6
03,03351,2,4,1,1,8,22,2021-12-27 12:15:00,15,5
03,03352,2,0,0,2,3,9,2021-12-27 12:15:00,9,3
03,03353,3,5,2,3,6,28,2021-12-27 12:15:00,28,6
03,03354,1,1,0,1,2,4,2021-12-27 12:15:00,4,2
03,03355,3,3,2,1,17,26,2021-12-27 12:15:00,16,10
03,03356,3,1,1,2,1,10,2021-12-27 12:15:00,10,1
03,03357,3,4,3,2,11,23,2021-12-27 12:15:00,23,7
03,03358,2,3,2,2,9,13,2021-12-27 12:15:00,13,9
03,03359,3,5,2,2,4,25,2021-12-27 12:15:00,25,1
03,03360,2,7,5,2,3,73,2021-12-27 12:15:00,73,3
03,03361,2,4,0,2,2,13,2021-12-27 12:15:00,13,2
03,03401,1,3,0,1,6,13,2021-12-27 12:15:00,13,6
03,03402,1,1,1,1,3,16,2021-12-27 12:15:00,16,3
03,03403,6,10,9,3,19,93,2021-12-27 12:15:00,79,11
03,03404,5,11,9,4,17,106,2021-12-27 12:15:00,91,16
03,03405,2,1,1,1,9,19,2021-12-27 12:15:00,16,4
03,03451,3,2,2,2,7,25,2021-12-27 12:15:00,25,7
03,03452,4,2,0,3,9,28,2021-12-27 12:15:00,24,5
03,03453,3,3,1,3,9,15,2021-12-27 12:15:00,15,9
03,03454,10,6,4,6,19,70,2021-12-27 12:15:00,49,16
03,03455,2,3,0,2,3,28,2021-12-27 12:15:00,28,3
03,03456,1,4,3,1,4,23,2021-12-27 12:15:00,23,4
03,03457,6,1,1,4,10,19,2021-12-27 12:15:00,17,7
03,03458,1,0,0,1,7,3,2021-12-27 12:15:00,3,7
03,03459,7,7,3,6,14,74,2021-12-27 12:15:00,74,14
03,03460,5,1,1,3,9,25,2021-12-27 12:15:00,18,8
03,03461,2,2,2,2,3,9,2021-12-27 12:15:00,9,3
03,03462,1,1,1,1,0,8,2021-12-27 12:15:00,8,0
04,04011,9,23,16,8,6,134,2021-12-27 12:15:00,123,1
