bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,1,1,2,10,32,2021-12-31 23:35:37+00:00,28,7
01,01002,7,13,9,3,29,113,2021-12-31 23:35:37+00:00,98,20
01,01003,3,9,7,2,19,109,2021-12-31 23:35:37+00:00,88,16
01,01004,1,3,2,1,8,17,2021-12-31 23:35:37+00:00,17,8
01,01051,1,3,2,1,3,32,2021-12-31 23:35:37+00:00,32,3
01,01053,2,2,0,2,4,18,2021-12-31 23:35:37+00:00,18,4
01,01054,3,1,0,3,4,20,2021-12-31 23:35:37+00:00,20,4
01,01055,3,1,1,3,11,31,2021-12-31 23:35:37+00:00,31,11
01,01056,2,4,1,2,13,21,2021-12-31 23:35:37+00:00,21,13
01,01057,1,0,0,1,5,7,2021-12-31 23:35:37+00:00,7,5
01,01058,5,3,1,3,10,30,2021-12-31 23:35:37+00:00,28,6
01,01059,1,0,0,1,0,24,2021-12-31 23:35:37+00:00,24,0
01,01060,3,5,4,3,24,52,2021-12-31 23:35:37+00:00,52,24
01,01061,3,3,1,1,14,29,2021-12-31 23:35:37+00:00,22,8
01,01062,3,7,3,3,9,17,2021-12-31 23:35:37+00:00,17,9
02,02000,34,70,42,24,106,456,2021-12-31 23:35:37+00:00,398,55
03,03101,7,7,5,5,28,101,2021-12-31 23:35:37+00:00,88,24
03,03102,2,3,3,2,1,27,2021-12-31 23:35:37+00:00,27,1
03,03103,3,8,5,1,9,22,2021-12-31 23:35:37+00:00,17,5
03,03151,1,2,0,1,0,12,2021-12-31 23:35:37+00:00,12,0
03,03153,3,2,2,3,4,20,2021-12-31 23:35:37+00:00,20,4
03,03154,1,2,2,1,2,15,2021-12-31 23:35:37+00:00,15,2
03,03155,2,2,0,2,4,16,2021-12-31 23:35:37+00:00,16,4
03,03157,1,2,1,1,0,14,2021-12-31 23:35:37+00:00,14,0
03,03158,1,3,1,1,4,12,2021-12-31 23:35:37+00:00,12,4
03,03159,8,20,17,7,15,125,2021-12-31 23:35:37+00:00,111,11
03,03241,19,42,31,16,47,337,2021-12-31 23:35:37+00:00,293,35
03,03251,3,1,1,3,8,9,2021-12-31 23:35:37+00:00,9,8
03,03252,6,6,4,4,14,60,2021-12-31 23:35:37+00:00,58,10
03,03254,7,7,3,4,22,53,2021-12-31 23:35:37+00:00,47,17
