bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,1,0,2,5,37,2022-08-02 10:20:31+00:00,35,0
01,01002,7,5,3,3,19,110,2022-08-02 10:20:31+00:00,93,12
01,01003,3,4,1,2,13,102,2022-08-02 10:20:31+00:00,85,6
01,01004,1,1,0,1,6,17,2022-08-02 10:20:31+00:00,17,6
01,01051,1,1,1,1,2,33,2022-08-02 10:20:31+00:00,33,2
01,01053,2,0,0,2,2,14,2022-08-02 10:20:31+00:00,14,2
01,01054,3,0,0,3,8,15,2022-08-02 10:20:31+00:00,15,8
01,01055,3,1,0,3,9,36,2022-08-02 10:20:31+00:00,36,9
01,01056,2,1,1,2,3,34,2022-08-02 10:20:31+00:00,34,3
01,01057,1,1,0,1,4,8,2022-08-02 10:20:31+00:00,8,4
01,01058,5,9,5,3,11,32,2022-08-02 10:20:31+00:00,31,6
01,01059,1,1,0,1,0,24,2022-08-02 10:20:31+00:00,24,0
01,01060,3,1,1,3,24,60,2022-08-02 10:20:31+00:00,60,24
01,01061,3,0,0,1,9,34,2022-08-02 10:20:31+00:00,23,7
01,01062,3,0,0,3,8,22,2022-08-02 10:20:31+00:00,22,8
02,02000,34,40,8,24,128,420,2022-08-02 10:20:31+00:00,370,72
03,03101,7,9,4,5,36,92,2022-08-02 10:20:31+00:00,84,27
03,03102,2,0,0,2,3,25,2022-08-02 10:20:31+00:00,25,3
03,03103,3,3,2,1,8,21,2022-08-02 10:20:31+00:00,17,3
03,03151,1,2,2,1,2,10,2022-08-02 10:20:31+00:00,10,2
03,03153,3,2,1,3,1,24,2022-08-02 10:20:31+00:00,24,1
03,03154,1,0,0,1,0,15,2022-08-02 10:20:31+00:00,15,0
03,03155,2,1,0,2,5,15,2022-08-02 10:20:31+00:00,15,5
03,03157,1,1,1,1,4,10,2022-08-02 10:20:31+00:00,10,4
03,03158,1,0,0,1,8,8,2022-08-02 10:20:31+00:00,8,8
03,03159,7,8,0,6,25,106,2022-08-02 10:20:31+00:00,95,25
03,03241,19,18,7,16,46,339,2022-08-02 10:20:31+00:00,289,38
03,03251,3,0,0,3,5,12,2022-08-02 10:20:31+00:00,12,5
03,03252,6,0,0,4,17,56,2022-08-02 10:20:31+00:00,54,13
03,03254,7,3,1,4,22,51,2022-08-02 10:20:31+00:00,45,17
03,03255,1,1,0,1,5,5,2022-08-02 10:20:31+00:00,5,5
03,03256,1,0,0,1,5,11,2022-08-02 10:20:31+00:00,11,5
03,03257,1,2,0,1,2,22,2022-08-02 10:20:31+00:00,22,2
03,03351,2,2,1,1,14,24,2022-08-02 10:20:31+00:00,19,9
03,03352,2,1,0,2,6,6,2022-08-02 10:20:31+00:00,6,6
03,03353,3,0,0,3,5,26,2022-08-02 10:20:31+00:00,26,5
03,03354,1,0,0,1,1,4,2022-08-02 10:20:31+00:00,4,1
03,03355,3,1,0,1,3,33,2022-08-02 10:20:31+00:00,20,0
03,03356,3,0,0,2,0,9,2022-08-02 10:20:31+00:00,9,0
03,03357,3,1,0,2,8,22,2022-08-02 10:20:31+00:00,22,4
03,03358,2,2,1,2,9,13,2022-08-02 10:20:31+00:00,13,9
03,03359,3,1,1,2,7,19,2022-08-02 10:20:31+00:00,19,4
03,03360,2,3,1,2,4,72,2022-08-02 10:20:31+00:00,72,4
03,03361,2,1,0,2,2,12,2022-08-02 10:20:31+00:00,12,2
03,03401,1,1,0,1,2,11,2022-08-02 10:20:31+00:00,11,2
03,03402,1,1,0,1,3,10,2022-08-02 10:20:31+00:00,10,3
03,03403,5,5,4,3,17,96,2022-08-02 10:20:31+00:00,82,13
03,03404,5,5,1,4,16,96,2022-08-02 10:20:31+00:00,84,12
03,03405,2,0,0,1,7,21,2022-08-02 10:20:31+00:00,19,1
03,03451,3,0,0,2,1,33,2022-08-02 10:20:31+00:00,33,1
03,03452,4,2,2,3,5,31,2022-08-02 10:20:31+00:00,24,4
03,03453,3,1,0,3,7,16,2022-08-02 10:20:31+00:00,16,7
03,03454,10,4,0,6,21,60,2022-08-02 10:20:31+00:00,44,13
03,03455,2,0,0,2,11,20,2022-08-02 10:20:31+00:00,20,11
03,03456,1,0,0,1,8,19,2022-08-02 10:20:31+00:00,19,8
03,03457,6,1,0,4,11,16,2022-08-02 10:20:31+00:00,16,6
03,03458,1,0,0,1,0,6,2022-08-02 10:20:31+00:00,6,0
03,03459,7,8,2,6,12,72,2022-08-02 10:20:31+00:00,72,12
03,03460,5,1,1,3,20,18,2022-08-02 10:20:31+00:00,18,12
03,03461,2,0,0,2,3,8,2022-08-02 10:20:31+00:00,8,3
03,03462,1,1,0,1,1,7,2022-08-02 10:20:31+00:00,7,1
04,04011,9,11,3,8,11,129,2022-08-02 10:20:31+00:00,117,7
04,04012,4,4,2,3,1,36,2022-08-02 10:20:31+00:00,27,0
05,05111,15,17,7,11,31,264,2022-08-02 10:20:31+00:00,236,15
05,05112,14,6,1,9,32,130,2022-08-02 10:20:31+00:00,111,23
05,05113,15,30,15,12,29,317,2022-08-02 10:20:31+00:00,295,22
05,05114,7,0,0,4,13,75,2022-08-02 10:20:31+00:00,65,11
05,05116,6,4,2,4,7,77,2022-08-02 10:20:31+00:00,70,7
05,05117,2,5,2,2,1,33,2022-08-02 10:20:31+00:00,33,1
05,05119,6,5,2,4,13,59,2022-08-02 10:20:31+00:00,45,8
05,05120,1,2,0,1,9,19,2022-08-02 10:20:31+00:00,19,9
05,05122,4,7,2,3,9,63,2022-08-02 10:20:31+00:00,63,5
05,05124,7,12,2,5,18,116,2022-08-02 10:20:31+00:00,107,13
05,05154,8,3,1,5,22,45,2022-08-02 10:20:31+00:00,43,16
05,05158,5,4,0,5,14,38,2022-08-02 10:20:31+00:00,38,14
05,05162,7,5,2,5,17,81,2022-08-02 10:20:31+00:00,70,14
05,05166,4,1,0,4,9,23,2022-08-02 10:20:31+00:00,23,9
05,05170,11,9,5,8,37,88,2022-08-02 10:20:31+00:00,86,28
05,05314,18,14,5,11,14,265,2022-08-02 10:20:31+00:00,207,10
05,05315,25,27,10,17,26,314,2022-08-02 10:20:31+00:00,277,23
05,05316,5,0,0,2,18,50,2022-08-02 10:20:31+00:00,40,10
05,05334,13,14,6,7,29,240,2022-08-02 10:20:31+00:00,228,25
05,05358,6,5,1,4,4,53,2022-08-02 10:20:31+00:00,48,1
05,05362,6,2,1,6,9,51,2022-08-02 10:20:31+00:00,51,9
05,05366,3,1,0,3,7,21,2022-08-02 10:20:31+00:00,21,7
05,05370,3,1,0,3,5,31,2022-08-02 10:20:31+00:00,31,5
05,05374,4,1,1,4,7,42,2022-08-02 10:20:31+00:00,42,7
05,05378,3,2,1,3,2,29,2022-08-02 10:20:31+00:00,29,2
05,05382,7,2,0,6,15,69,2022-08-02 10:20:31+00:00,60,12
05,05512,2,3,1,2,11,32,2022-08-02 10:20:31+00:00,32,11
05,05513,7,5,3,4,21,64,2022-08-02 10:20:31+00:00,59,4
05,05515,10,1,0,7,15,200,2022-08-02 10:20:31+00:00,183,14
05,05554,6,6,2,5,12,50,2022-08-02 10:20:31+00:00,50,10
05,05558,5,3,1,3,3,25,2022-08-02 10:20:31+00:00,15,3
05,05562,14,13,3,13,54,162,2022-08-02 10:20:31+00:00,136,48
05,05566,7,9,2,5,11,89,2022-08-02 10:20:31+00:00,79,6
05,05570,6,0,0,5,6,41,2022-08-02 10:20:31+00:00,39,4
05,05711,9,7,3,5,23,104,2022-08-02 10:20:31+00:00,81,20
05,05754,3,4,0,3,5,22,2022-08-02 10:20:31+00:00,22,5
05,05758,4,2,2,2,12,32,2022-08-02 10:20:31+00:00,27,7
05,05762,6,0,0,5,4,28,2022-08-02 10:20:31+00:00,24,4
05,05766,2,5,0,2,2,48,2022-08-02 10:20:31+00:00,48,2
05,05770,9,4,0,6,24,174,2022-08-02 10:20:31+00:00,156,15
05,05774,7,2,0,5,12,66,2022-08-02 10:20:31+00:00,59,4
05,05911,8,11,2,6,26,157,2022-08-02 10:20:31+00:00,137,25
05,05913,8,17,7,8,25,256,2022-08-02 10:20:31+00:00,256,25
05,05914,6,3,2,4,12,52,2022-08-02 10:20:31+00:00,48,6
05,05915,7,5,2,5,27,64,2022-08-02 10:20:31+00:00,54,15
05,05916,4,5,2,4,11,52,2022-08-02 10:20:31+00:00,52,11
05,05954,8,3,1,6,29,103,2022-08-02 10:20:31+00:00,70,19
05,05958,9,6,0,8,18,61,2022-08-02 10:20:31+00:00,59,14
05,05962,10,4,3,8,24,79,2022-08-02 10:20:31+00:00,71,24
05,05966,3,0,0,3,9,17,2022-08-02 10:20:31+00:00,17,9
05,05970,5,5,2,5,10,91,2022-08-02 10:20:31+00:00,91,10
05,05974,9,3,0,7,20,67,2022-08-02 10:20:31+00:00,61,12
05,05978,8,7,2,8,14,93,2022-08-02 10:20:31+00:00,93,14
06,06411,7,7,4,4,25,81,2022-08-02 10:20:31+00:00,59,2
06,06412,17,36,10,12,28,250,2022-08-02 10:20:31+00:00,227,23
06,06413,4,7,1,2,12,93,2022-08-02 10:20:31+00:00,82,10
06,06414,6,7,3,4,1,81,2022-08-02 10:20:31+00:00,71,1
06,06431,5,3,1,5,7,36,2022-08-02 10:20:31+00:00,36,7
06,06432,2,3,3,2,0,22,2022-08-02 10:20:31+00:00,22,0
06,06433,2,6,4,2,1,17,2022-08-02 10:20:31+00:00,17,1
06,06434,2,1,1,2,4,17,2022-08-02 10:20:31+00:00,17,4
06,06435,7,10,3,4,10,66,2022-08-02 10:20:31+00:00,56,6
06,06436,2,1,0,2,1,22,2022-08-02 10:20:31+00:00,22,1
06,06437,2,7,1,2,1,123,2022-08-02 10:20:31+00:00,123,1
06,06438,2,1,0,2,6,18,2022-08-02 10:20:31+00:00,18,6
06,06439,2,1,1,2,2,10,2022-08-02 10:20:31+00:00,10,2
06,06440,5,6,3,5,1,64,2022-08-02 10:20:31+00:00,64,1
06,06531,6,18,6,4,16,172,2022-08-02 10:20:31+00:00,154,12
