bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,0,0,2,5,37,2022-08-13 10:20:39+00:00,35,0
01,01002,7,5,3,3,13,115,2022-08-13 10:20:39+00:00,95,9
01,01003,3,9,5,2,5,106,2022-08-13 10:20:39+00:00,87,3
01,01004,1,0,0,1,14,11,2022-08-13 10:20:39+00:00,11,14
01,01051,1,0,0,1,0,35,2022-08-13 10:20:39+00:00,35,0
01,01053,2,0,0,2,0,16,2022-08-13 10:20:39+00:00,16,0
01,01054,3,1,0,3,8,16,2022-08-13 10:20:39+00:00,16,8
01,01055,3,3,1,3,7,36,2022-08-13 10:20:39+00:00,36,7
01,01056,2,0,0,2,4,30,2022-08-13 10:20:39+00:00,30,4
01,01057,1,1,0,1,3,9,2022-08-13 10:20:39+00:00,9,3
01,01058,5,5,4,3,11,32,2022-08-13 10:20:39+00:00,31,6
01,01059,1,0,0,1,0,24,2022-08-13 10:20:39+00:00,24,0
01,01060,3,3,2,3,24,51,2022-08-13 10:20:39+00:00,51,24
01,01061,3,1,0,1,14,29,2022-08-13 10:20:39+00:00,21,9
01,01062,3,1,0,3,10,18,2022-08-13 10:20:39+00:00,18,10
02,02000,32,28,11,22,97,394,2022-08-13 10:20:39+00:00,334,51
03,03101,7,6,5,5,30,100,2022-08-13 10:20:39+00:00,88,25
03,03102,2,1,1,2,3,25,2022-08-13 10:20:39+00:00,25,3
03,03103,3,2,2,1,6,24,2022-08-13 10:20:39+00:00,20,0
03,03151,1,1,1,1,0,12,2022-08-13 10:20:39+00:00,12,0
03,03153,3,0,0,3,0,22,2022-08-13 10:20:39+00:00,22,0
03,03154,1,1,1,1,4,11,2022-08-13 10:20:39+00:00,11,4
03,03155,2,1,0,2,5,15,2022-08-13 10:20:39+00:00,15,5
03,03157,1,0,0,1,3,11,2022-08-13 10:20:39+00:00,11,3
03,03158,1,1,0,1,3,13,2022-08-13 10:20:39+00:00,13,3
03,03159,8,6,2,7,38,98,2022-08-13 10:20:39+00:00,87,36
03,03241,19,15,7,16,42,327,2022-08-13 10:20:39+00:00,282,29
03,03251,3,1,1,3,8,8,2022-08-13 10:20:39+00:00,8,8
03,03252,6,1,0,4,9,57,2022-08-13 10:20:39+00:00,56,4
03,03254,7,8,1,4,22,51,2022-08-13 10:20:39+00:00,44,17
03,03255,1,1,0,1,0,10,2022-08-13 10:20:39+00:00,10,0
03,03256,1,1,0,1,3,13,2022-08-13 10:20:39+00:00,13,3
03,03257,1,1,0,1,8,16,2022-08-13 10:20:39+00:00,16,8
03,03351,2,1,1,1,6,30,2022-08-13 10:20:39+00:00,25,1
03,03352,2,3,1,2,1,14,2022-08-13 10:20:39+00:00,14,1
03,03353,3,2,1,3,1,30,2022-08-13 10:20:39+00:00,30,1
03,03354,1,0,0,1,3,3,2022-08-13 10:20:39+00:00,3,3
03,03355,3,0,0,1,8,29,2022-08-13 10:20:39+00:00,15,5
03,03356,3,1,0,2,1,8,2022-08-13 10:20:39+00:00,8,1
03,03357,3,2,1,2,6,24,2022-08-13 10:20:39+00:00,24,2
03,03358,2,2,0,2,3,18,2022-08-13 10:20:39+00:00,18,3
03,03359,3,2,0,2,5,21,2022-08-13 10:20:39+00:00,20,3
03,03360,2,2,0,2,2,74,2022-08-13 10:20:39+00:00,74,2
