bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,0,0,2,12,30,2022-08-14 10:20:29+00:00,28,7
01,01002,7,5,3,3,26,112,2022-08-14 10:20:29+00:00,92,22
01,01003,3,9,3,2,6,104,2022-08-14 10:20:29+00:00,84,5
01,01004,1,0,0,1,8,17,2022-08-14 10:20:29+00:00,17,8
01,01051,1,0,0,1,3,32,2022-08-14 10:20:29+00:00,32,3
01,01053,2,0,0,2,2,14,2022-08-14 10:20:29+00:00,14,2
01,01054,3,1,0,3,7,17,2022-08-14 10:20:29+00:00,17,7
01,01055,3,5,1,3,8,35,2022-08-14 10:20:29+00:00,35,8
01,01056,2,0,0,2,6,28,2022-08-14 10:20:29+00:00,28,6
01,01057,1,1,0,1,4,8,2022-08-14 10:20:29+00:00,8,4
01,01058,5,5,4,3,8,35,2022-08-14 10:20:29+00:00,33,4
01,01059,1,0,0,1,0,24,2022-08-14 10:20:29+00:00,24,0
01,01060,3,3,2,3,25,50,2022-08-14 10:20:29+00:00,50,25
01,01061,3,1,0,1,16,27,2022-08-14 10:20:29+00:00,20,10
01,01062,3,2,0,3,9,19,2022-08-14 10:20:29+00:00,19,9
02,02000,32,33,12,22,100,393,2022-08-14 10:20:29+00:00,332,55
03,03101,7,8,5,5,30,100,2022-08-14 10:20:29+00:00,88,25
03,03102,2,1,1,2,4,24,2022-08-14 10:20:29+00:00,24,4
03,03103,3,3,2,1,6,22,2022-08-14 10:20:29+00:00,16,2
03,03151,1,1,1,1,1,11,2022-08-14 10:20:29+00:00,11,1
03,03153,3,1,1,3,3,19,2022-08-14 10:20:29+00:00,19,3
03,03154,1,1,1,1,1,11,2022-08-14 10:20:29+00:00,11,1
03,03155,2,1,0,2,7,13,2022-08-14 10:20:29+00:00,13,7
03,03157,1,0,0,1,3,11,2022-08-14 10:20:29+00:00,11,3
03,03158,1,0,0,1,6,10,2022-08-14 10:20:29+00:00,10,6
03,03159,8,7,4,7,27,105,2022-08-14 10:20:29+00:00,94,25
03,03241,19,16,7,16,41,324,2022-08-14 10:20:29+00:00,278,29
03,03251,3,1,1,3,8,8,2022-08-14 10:20:29+00:00,8,8
03,03252,6,0,0,4,11,55,2022-08-14 10:20:29+00:00,54,6
