bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,4,3,2,6,34,2022-10-27 10:21:06+00:00,30,3
01,01002,7,2,1,3,25,111,2022-10-27 10:21:06+00:00,93,19
01,01003,3,9,5,2,6,110,2022-10-27 10:21:06+00:00,90,2
01,01004,1,1,1,1,3,20,2022-10-27 10:21:06+00:00,20,3
01,01051,1,2,0,1,2,33,2022-10-27 10:21:06+00:00,33,2
01,01053,2,0,0,2,2,13,2022-10-27 10:21:06+00:00,13,2
01,01054,3,0,0,3,6,16,2022-10-27 10:21:06+00:00,16,6
01,01055,3,5,1,3,2,35,2022-10-27 10:21:06+00:00,35,2
01,01056,2,2,1,2,0,33,2022-10-27 10:21:06+00:00,33,0
01,01057,1,1,0,1,8,4,2022-10-27 10:21:06+00:00,4,8
01,01058,5,2,2,3,10,32,2022-10-27 10:21:06+00:00,29,8
01,01059,1,0,0,1,1,23,2022-10-27 10:21:06+00:00,23,1
01,01060,3,5,2,3,22,62,2022-10-27 10:21:06+00:00,62,22
01,01061,3,5,3,1,11,32,2022-10-27 10:21:06+00:00,25,5
01,01062,3,0,0,3,8,20,2022-10-27 10:21:06+00:00,20,8
02,02000,33,26,14,23,71,418,2022-10-27 10:21:06+00:00,351,35
03,03101,7,1,1,5,40,92,2022-10-27 10:21:06+00:00,85,30
03,03102,2,0,0,2,0,29,2022-10-27 10:21:06+00:00,29,0
03,03103,3,1,0,1,5,23,2022-10-27 10:21:06+00:00,18,0
03,03151,1,0,0,1,0,12,2022-10-27 10:21:06+00:00,12,0
03,03153,3,3,0,3,2,20,2022-10-27 10:21:06+00:00,20,2
03,03154,1,0,0,1,0,12,2022-10-27 10:21:06+00:00,12,0
03,03155,2,2,0,2,7,13,2022-10-27 10:21:06+00:00,13,7
03,03157,1,0,0,1,3,12,2022-10-27 10:21:06+00:00,12,3
