bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,5,3,2,4,36,2022-11-05 11:21:05+00:00,33,0
01,01002,7,1,0,3,22,113,2022-11-05 11:21:05+00:00,95,17
01,01003,3,12,3,2,2,113,2022-11-05 11:21:05+00:00,92,2
01,01004,1,2,1,1,1,22,2022-11-05 11:21:05+00:00,22,1
01,01051,1,1,0,1,2,36,2022-11-05 11:21:05+00:00,36,2
01,01053,2,2,0,2,0,16,2022-11-05 11:21:05+00:00,16,0
01,01054,3,0,0,3,7,17,2022-11-05 11:21:05+00:00,17,7
01,01055,3,4,1,3,9,34,2022-11-05 11:21:05+00:00,34,9
01,01056,2,1,0,2,6,28,2022-11-05 11:21:05+00:00,28,6
01,01057,1,0,0,1,5,7,2022-11-05 11:21:05+00:00,7,5
01,01058,5,3,1,3,11,31,2022-11-05 11:21:05+00:00,28,9
01,01059,1,2,0,1,0,24,2022-11-05 11:21:05+00:00,24,0
01,01060,3,1,1,3,16,63,2022-11-05 11:21:05+00:00,63,16
01,01061,3,2,1,1,5,38,2022-11-05 11:21:05+00:00,26,4
01,01062,3,0,0,3,4,22,2022-11-05 11:21:05+00:00,22,4
02,02000,33,19,11,23,104,394,2022-11-05 11:21:05+00:00,334,61
03,03101,7,4,2,5,33,99,2022-11-05 11:21:05+00:00,89,26
03,03102,2,2,1,2,1,27,2022-11-05 11:21:05+00:00,27,1
03,03103,3,3,0,1,2,24,2022-11-05 11:21:05+00:00,16,0
03,03151,1,1,1,1,1,11,2022-11-05 11:21:05+00:00,11,1
03,03153,3,2,0,3,5,17,2022-11-05 11:21:05+00:00,17,5
03,03154,1,2,0,1,0,10,2022-11-05 11:21:05+00:00,10,0
03,03155,2,4,2,2,4,17,2022-11-05 11:21:05+00:00,17,4
03,03157,1,0,0,1,2,14,2022-11-05 11:21:05+00:00,14,2
03,03158,1,2,0,1,9,7,2022-11-05 11:21:05+00:00,7,9
03,03159,7,9,4,6,15,120,2022-11-05 11:21:05+00:00,106,14
03,03241,19,13,6,16,58,335,2022-11-05 11:21:05+00:00,289,43
03,03251,3,2,2,3,3,14,2022-11-05 11:21:05+00:00,14,3
03,03252,6,3,0,4,15,57,2022-11-05 11:21:05+00:00,56,10
03,03254,7,4,0,4,16,57,2022-11-05 11:21:05+00:00,48,13
03,03255,1,1,1,1,0,9,2022-11-05 11:21:05+00:00,9,0
03,03256,1,1,0,1,0,12,2022-11-05 11:21:05+00:00,12,0
03,03257,1,0,0,1,3,21,2022-11-05 11:21:05+00:00,21,3
