bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,0,0,2,10,32,2022-09-20 10:20:51+00:00,29,6
01,01002,7,2,2,3,31,111,2022-09-20 10:20:51+00:00,90,27
01,01003,3,2,0,2,8,110,2022-09-20 10:20:51+00:00,90,4
01,01004,1,0,0,1,6,17,2022-09-20 10:20:51+00:00,17,6
01,01051,1,0,0,1,5,30,2022-09-20 10:20:51+00:00,30,5
01,01053,2,3,0,2,3,16,2022-09-20 10:20:51+00:00,16,3
01,01054,3,0,0,3,9,15,2022-09-20 10:20:51+00:00,15,9
01,01055,3,3,1,3,8,34,2022-09-20 10:20:51+00:00,34,8
01,01056,2,2,1,2,7,30,2022-09-20 10:20:51+00:00,30,7
01,01057,1,1,0,1,4,8,2022-09-20 10:20:51+00:00,8,4
01,01058,5,2,1,3,12,31,2022-09-20 10:20:51+00:00,29,8
01,01059,1,2,0,1,0,24,2022-09-20 10:20:51+00:00,24,0
01,01060,3,2,1,3,19,65,2022-09-20 10:20:51+00:00,65,19
01,01061,3,0,0,1,12,31,2022-09-20 10:20:51+00:00,19,11
01,01062,3,2,0,3,7,25,2022-09-20 10:20:51+00:00,25,7
02,02000,34,17,7,24,104,451,2022-09-20 10:20:51+00:00,388,59
03,03101,7,3,2,5,28,104,2022-09-20 10:20:51+00:00,91,24
03,03102,2,0,0,2,2,25,2022-09-20 10:20:51+00:00,25,2
03,03103,3,0,0,1,9,21,2022-09-20 10:20:51+00:00,16,4
03,03151,1,1,0,1,0,15,2022-09-20 10:20:51+00:00,15,0
03,03153,3,0,0,3,4,20,2022-09-20 10:20:51+00:00,20,4
03,03154,1,0,0,1,5,9,2022-09-20 10:20:51+00:00,9,5
03,03155,2,0,0,2,7,13,2022-09-20 10:20:51+00:00,13,7
03,03157,1,2,2,1,1,13,2022-09-20 10:20:51+00:00,13,1
03,03158,1,1,0,1,8,8,2022-09-20 10:20:51+00:00,8,8
03,03159,8,6,2,7,24,113,2022-09-20 10:20:51+00:00,101,24
03,03241,19,11,7,16,48,342,2022-09-20 10:20:51+00:00,295,36
03,03251,3,0,0,3,8,10,2022-09-20 10:20:51+00:00,10,8
03,03252,6,0,0,4,12,56,2022-09-20 10:20:51+00:00,54,8
03,03254,7,3,0,4,21,53,2022-09-20 10:20:51+00:00,49,13
03,03255,1,0,0,1,1,9,2022-09-20 10:20:51+00:00,9,1
03,03256,1,0,0,1,1,13,2022-09-20 10:20:51+00:00,13,1
03,03257,1,0,0,1,4,20,2022-09-20 10:20:51+00:00,20,4
03,03351,2,1,1,1,8,30,2022-09-20 10:20:51+00:00,22,6
03,03352,2,2,0,2,2,13,2022-09-20 10:20:51+00:00,13,2
03,03353,3,1,0,3,6,28,2022-09-20 10:20:51+00:00,28,6
03,03354,1,1,0,1,0,8,2022-09-20 10:20:51+00:00,8,0
03,03355,3,0,0,1,9,28,2022-09-20 10:20:51+00:00,17,3
03,03356,3,0,0,2,4,6,2022-09-20 10:20:51+00:00,6,4
03,03357,3,2,0,2,7,23,2022-09-20 10:20:51+00:00,22,4
03,03358,2,1,0,2,2,18,2022-09-20 10:20:51+00:00,18,2
03,03359,3,0,0,2,5,25,2022-09-20 10:20:51+00:00,25,2
03,03360,2,1,1,2,5,71,2022-09-20 10:20:51+00:00,71,5
03,03361,2,0,0,2,1,14,2022-09-20 10:20:51+00:00,14,1
03,03401,1,2,1,1,1,10,2022-09-20 10:20:51+00:00,10,1
03,03402,1,0,0,1,1,12,2022-09-20 10:20:51+00:00,12,1
03,03403,5,3,0,3,14,100,2022-09-20 10:20:51+00:00,85,11
03,03404,5,1,0,4,6,106,2022-09-20 10:20:51+00:00,92,4
03,03405,3,0,0,1,14,21,2022-09-20 10:20:51+00:00,19,0
