bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,7,1,2,5,35,2022-03-18 11:19:32+00:00,31,2
01,01002,7,4,2,3,26,108,2022-03-18 11:19:32+00:00,90,21
01,01003,3,7,5,2,2,120,2022-03-18 11:19:32+00:00,100,1
01,01004,1,1,0,1,1,24,2022-03-18 11:19:32+00:00,24,1
01,01051,1,1,0,1,7,33,2022-03-18 11:19:32+00:00,33,7
01,01053,2,1,0,2,1,17,2022-03-18 11:19:32+00:00,17,1
01,01054,3,1,0,3,11,13,2022-03-18 11:19:32+00:00,13,11
01,01055,3,2,0,3,7,41,2022-03-18 11:19:32+00:00,41,7
01,01056,2,2,2,2,0,27,2022-03-18 11:19:32+00:00,27,0
01,01057,1,0,0,1,4,8,2022-03-18 11:19:32+00:00,8,4
01,01058,5,5,3,3,15,26,2022-03-18 11:19:32+00:00,25,10
01,01059,1,3,0,1,1,23,2022-03-18 11:19:32+00:00,23,1
01,01060,3,3,0,3,24,57,2022-03-18 11:19:32+00:00,57,24
01,01061,3,3,1,1,11,32,2022-03-18 11:19:32+00:00,23,7
01,01062,3,5,1,3,6,24,2022-03-18 11:19:32+00:00,24,6
02,02000,34,39,23,24,134,438,2022-03-18 11:19:32+00:00,384,81
03,03101,7,5,2,5,31,101,2022-03-18 11:19:32+00:00,88,27
03,03102,2,2,2,2,2,27,2022-03-18 11:19:32+00:00,27,2
03,03103,3,3,2,1,14,17,2022-03-18 11:19:32+00:00,11,11
03,03151,1,2,2,1,1,11,2022-03-18 11:19:32+00:00,11,1
03,03153,3,5,1,3,0,22,2022-03-18 11:19:32+00:00,22,0
03,03154,1,0,0,1,2,15,2022-03-18 11:19:32+00:00,15,2
03,03155,2,3,0,2,4,15,2022-03-18 11:19:32+00:00,15,4
03,03157,1,2,1,1,5,11,2022-03-18 11:19:32+00:00,11,5
03,03158,1,4,3,1,2,14,2022-03-18 11:19:32+00:00,14,2
03,03159,8,12,6,7,19,118,2022-03-18 11:19:32+00:00,105,19
03,03241,19,27,13,16,40,338,2022-03-18 11:19:32+00:00,295,34
03,03251,3,1,0,3,7,9,2022-03-18 11:19:32+00:00,9,7
03,03252,6,5,1,4,14,61,2022-03-18 11:19:32+00:00,58,11
03,03254,7,9,3,4,19,56,2022-03-18 11:19:32+00:00,50,14
03,03255,1,2,0,1,0,9,2022-03-18 11:19:32+00:00,9,0
03,03256,1,1,0,1,2,10,2022-03-18 11:19:32+00:00,10,2
03,03257,1,2,0,1,1,23,2022-03-18 11:19:32+00:00,23,1
03,03351,2,3,1,1,13,25,2022-03-18 11:19:32+00:00,19,9
03,03352,2,4,3,2,5,10,2022-03-18 11:19:32+00:00,10,5
03,03353,3,2,0,3,4,28,2022-03-18 11:19:32+00:00,28,4
03,03354,1,0,0,1,0,6,2022-03-18 11:19:32+00:00,6,0
03,03355,3,2,1,1,2,38,2022-03-18 11:19:32+00:00,20,2
03,03356,3,1,0,2,1,10,2022-03-18 11:19:32+00:00,10,1
03,03357,3,3,1,2,8,24,2022-03-18 11:19:32+00:00,23,5
03,03358,2,2,0,2,5,17,2022-03-18 11:19:32+00:00,17,5
03,03359,3,0,0,2,3,29,2022-03-18 11:19:32+00:00,29,0
03,03360,2,1,0,2,6,70,2022-03-18 11:19:32+00:00,70,6
03,03361,2,1,0,2,5,10,2022-03-18 11:19:32+00:00,10,5
03,03401,1,1,0,1,5,14,2022-03-18 11:19:32+00:00,14,5
03,03402,1,1,0,1,2,11,2022-03-18 11:19:32+00:00,11,2
03,03403,6,5,2,3,11,103,2022-03-18 11:19:32+00:00,87,8
03,03404,5,9,6,4,13,100,2022-03-18 11:19:32+00:00,87,10
03,03405,2,3,0,1,2,26,2022-03-18 11:19:32+00:00,20,0
03,03451,3,2,2,2,7,25,2022-03-18 11:19:32+00:00,25,7
03,03452,4,4,1,3,5,31,2022-03-18 11:19:32+00:00,26,2
