bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,2,1,2,7,33,2022-10-08 10:20:35+00:00,28,5
01,01002,7,1,1,3,23,110,2022-10-08 10:20:35+00:00,92,16
01,01003,3,7,1,2,5,104,2022-10-08 10:20:35+00:00,85,3
01,01004,1,0,0,1,6,17,2022-10-08 10:20:35+00:00,17,6
01,01051,1,4,2,1,0,37,2022-10-08 10:20:35+00:00,37,0
01,01053,2,2,1,2,4,12,2022-10-08 10:20:35+00:00,12,4
01,01054,3,7,0,3,1,19,2022-10-08 10:20:35+00:00,19,1
01,01055,3,8,0,3,2,41,2022-10-08 10:20:35+00:00,41,2
01,01056,2,5,3,2,3,34,2022-10-08 10:20:35+00:00,34,3
01,01057,1,1,0,1,2,10,2022-10-08 10:20:35+00:00,10,2
01,01058,5,0,0,3,8,35,2022-10-08 10:20:35+00:00,32,5
01,01059,1,0,0,1,0,24,2022-10-08 10:20:35+00:00,24,0
01,01060,3,10,7,3,15,64,2022-10-08 10:20:35+00:00,64,15
01,01061,3,0,0,1,6,37,2022-10-08 10:20:35+00:00,26,4
01,01062,3,0,0,3,7,21,2022-10-08 10:20:35+00:00,21,7
02,02000,34,17,7,24,78,444,2022-10-08 10:20:35+00:00,379,42
03,03101,7,5,0,5,28,104,2022-10-08 10:20:35+00:00,91,24
03,03102,2,3,2,2,1,27,2022-10-08 10:20:35+00:00,27,1
03,03103,3,1,1,1,8,18,2022-10-08 10:20:35+00:00,12,4
03,03151,1,2,0,1,0,14,2022-10-08 10:20:35+00:00,14,0
03,03153,3,1,0,3,2,18,2022-10-08 10:20:35+00:00,18,2
03,03154,1,0,0,1,1,8,2022-10-08 10:20:35+00:00,8,1
03,03155,2,2,1,2,5,13,2022-10-08 10:20:35+00:00,13,5
03,03157,1,0,0,1,3,11,2022-10-08 10:20:35+00:00,11,3
03,03158,1,1,0,1,9,7,2022-10-08 10:20:35+00:00,7,9
03,03159,8,13,4,7,23,118,2022-10-08 10:20:35+00:00,104,21
03,03241,19,10,5,16,37,343,2022-10-08 10:20:35+00:00,294,29
03,03251,3,0,0,3,6,12,2022-10-08 10:20:35+00:00,12,6
03,03252,6,0,0,4,11,54,2022-10-08 10:20:35+00:00,53,6
03,03254,7,1,1,4,17,55,2022-10-08 10:20:35+00:00,47,13
03,03255,1,2,1,1,0,10,2022-10-08 10:20:35+00:00,10,0
03,03256,1,2,1,1,0,16,2022-10-08 10:20:35+00:00,16,0
03,03257,1,1,1,1,3,21,2022-10-08 10:20:35+00:00,21,3
03,03351,2,1,1,1,3,28,2022-10-08 10:20:35+00:00,21,0
03,03352,2,1,0,2,7,8,2022-10-08 10:20:35+00:00,8,7
03,03353,3,1,0,3,8,23,2022-10-08 10:20:35+00:00,23,8
03,03354,1,0,0,1,0,6,2022-10-08 10:20:35+00:00,6,0
03,03355,3,0,0,1,4,32,2022-10-08 10:20:35+00:00,20,0
03,03356,3,1,0,2,4,6,2022-10-08 10:20:35+00:00,6,4
03,03357,3,5,2,2,6,24,2022-10-08 10:20:35+00:00,23,3
03,03358,2,2,1,2,6,16,2022-10-08 10:20:35+00:00,16,6
03,03359,3,3,0,2,2,23,2022-10-08 10:20:35+00:00,22,0
03,03360,2,1,0,2,2,74,2022-10-08 10:20:35+00:00,74,2
03,03361,2,3,1,2,1,11,2022-10-08 10:20:35+00:00,11,1
03,03401,1,1,0,1,0,16,2022-10-08 10:20:35+00:00,16,0
03,03402,1,2,1,1,2,11,2022-10-08 10:20:35+00:00,11,2
03,03403,5,1,0,3,7,101,2022-10-08 10:20:35+00:00,87,3
03,03404,5,3,2,4,2,103,2022-10-08 10:20:35+00:00,88,1
03,03405,2,2,1,1,8,19,2022-10-08 10:20:35+00:00,19,0
03,03451,3,1,0,2,0,28,2022-10-08 10:20:35+00:00,28,0
03,03452,4,3,1,3,13,25,2022-10-08 10:20:35+00:00,23,5
03,03453,3,1,0,3,8,16,2022-10-08 10:20:35+00:00,16,8
03,03454,10,2,0,6,29,51,2022-10-08 10:20:35+00:00,41,15
03,03455,2,0,0,2,8,23,2022-10-08 10:20:35+00:00,23,8
03,03456,1,2,1,1,0,21,2022-10-08 10:20:35+00:00,21,0
03,03457,6,4,2,4,10,17,2022-10-08 10:20:35+00:00,17,5
03,03458,1,0,0,1,2,8,2022-10-08 10:20:35+00:00,8,2
03,03459,7,5,1,6,18,67,2022-10-08 10:20:35+00:00,67,18
03,03460,5,1,0,3,8,27,2022-10-08 10:20:35+00:00,21,6
03,03461,2,0,0,2,2,8,2022-10-08 10:20:35+00:00,8,2
03,03462,1,2,1,1,2,6,2022-10-08 10:20:35+00:00,6,2
04,04011,9,10,3,8,4,127,2022-10-08 10:20:35+00:00,115,0
04,04012,4,3,2,3,8,38,2022-10-08 10:20:35+00:00,28,6
05,05111,15,15,3,11,18,257,2022-10-08 10:20:35+00:00,230,4
05,05112,14,4,2,8,18,137,2022-10-08 10:20:35+00:00,118,12
05,05113,15,29,10,12,32,310,2022-10-08 10:20:35+00:00,290,27
05,05114,7,8,2,4,15,69,2022-10-08 10:20:35+00:00,59,15
05,05116,6,5,0,4,13,76,2022-10-08 10:20:35+00:00,70,12
05,05117,2,3,1,2,3,27,2022-10-08 10:20:35+00:00,27,3
05,05119,6,6,2,4,15,50,2022-10-08 10:20:35+00:00,39,7
05,05120,1,2,2,1,5,23,2022-10-08 10:20:35+00:00,23,5
05,05122,4,6,3,3,7,63,2022-10-08 10:20:35+00:00,61,5
05,05124,7,9,2,5,23,113,2022-10-08 10:20:35+00:00,102,20
05,05154,8,5,1,5,12,48,2022-10-08 10:20:35+00:00,48,4
05,05158,5,4,1,5,15,31,2022-10-08 10:20:35+00:00,31,15
05,05162,7,4,0,5,13,86,2022-10-08 10:20:35+00:00,75,10
