bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,1,0,2,6,36,2022-08-08 10:20:26+00:00,34,1
01,01002,7,5,3,3,33,101,2022-08-08 10:20:26+00:00,85,26
01,01003,3,4,1,2,7,109,2022-08-08 10:20:26+00:00,89,6
01,01004,1,1,0,1,5,18,2022-08-08 10:20:26+00:00,18,5
01,01051,1,0,0,1,4,31,2022-08-08 10:20:26+00:00,31,4
01,01053,2,0,0,2,2,14,2022-08-08 10:20:26+00:00,14,2
01,01054,3,1,0,3,10,12,2022-08-08 10:20:26+00:00,12,10
01,01055,3,2,2,3,8,32,2022-08-08 10:20:26+00:00,32,8
01,01056,2,1,1,2,0,30,2022-08-08 10:20:26+00:00,30,0
01,01057,1,1,1,1,4,8,2022-08-08 10:20:26+00:00,8,4
01,01058,5,7,5,3,10,33,2022-08-08 10:20:26+00:00,33,4
01,01059,1,1,0,1,0,24,2022-08-08 10:20:26+00:00,24,0
01,01060,3,2,1,3,17,67,2022-08-08 10:20:26+00:00,67,17
01,01061,3,0,0,1,16,27,2022-08-08 10:20:26+00:00,19,11
01,01062,3,1,0,3,6,22,2022-08-08 10:20:26+00:00,22,6
02,02000,33,35,10,23,113,428,2022-08-08 10:20:26+00:00,376,59
03,03101,7,6,4,5,44,86,2022-08-08 10:20:26+00:00,78,35
03,03102,2,0,0,2,2,26,2022-08-08 10:20:26+00:00,26,2
03,03103,3,3,2,1,8,23,2022-08-08 10:20:26+00:00,14,6
03,03151,1,1,1,1,1,11,2022-08-08 10:20:26+00:00,11,1
03,03153,3,1,1,3,1,24,2022-08-08 10:20:26+00:00,24,1
03,03154,1,3,2,1,0,15,2022-08-08 10:20:26+00:00,15,0
03,03155,2,1,0,2,6,15,2022-08-08 10:20:26+00:00,15,6
03,03157,1,0,0,1,3,11,2022-08-08 10:20:26+00:00,11,3
03,03158,1,1,0,1,7,9,2022-08-08 10:20:26+00:00,9,7
