"date","bundesland","impfungen_kumulativ","differenz_zum_vortag","indikation_nach_alter","berufliche_indikation","medizinische_indikation","pflegeheim_bewohner_in","x8","impfungen_pro_1_000_einwohner","x9","rs","x10","erstimpfung","x4","x5","x6","x7","zweitimpfung","erstimpfung_impfungenkumulativ_gesamt","erstimpfung_impfungenkumulativ_bio_n_tech","erstimpfung_impfungenkumulativ_moderna","erstimpfung_differenz_zum_vortag","erstimpfung_impfquote_percent","zweitimpfung_impfungenkumulativ","zweitimpfung_differenz_zum_vortag"
2021-01-17,"Baden-Württemberg",NA,NA,NA,NA,NA,NA,NA,NA,NA,"08",NA,NA,NA,NA,NA,NA,NA,114954,114954,0,5352,1.03558486302378,0,0
2021-01-17,"Bayern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"09",NA,NA,NA,NA,NA,NA,NA,213837,213837,0,5296,1.62926693312026,0,0
2021-01-17,"Berlin",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,52622,52162,460,1571,1.43404085198737,1933,1933
2021-01-17,"Brandenburg",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,38474,38474,0,0,1.52560001554388,0,0
2021-01-17,"Bremen",NA,NA,NA,NA,NA,NA,NA,NA,NA,"04",NA,NA,NA,NA,NA,NA,NA,11845,11845,0,394,1.73883811263032,0,0
2021-01-17,"Hamburg",NA,NA,NA,NA,NA,NA,NA,NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,24468,24468,0,1184,1.32456138926287,425,425
2021-01-17,"Hessen",NA,NA,NA,NA,NA,NA,NA,NA,NA,"06",NA,NA,NA,NA,NA,NA,NA,72816,72816,0,926,1.15800053434435,1736,1736
2021-01-17,"Mecklenburg-Vorpommern",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13",NA,NA,NA,NA,NA,NA,NA,37564,37444,120,0,2.33586918535598,0,0
2021-01-17,"Niedersachsen",NA,NA,NA,NA,NA,NA,NA,NA,NA,"03",NA,NA,NA,NA,NA,NA,NA,90005,88766,1239,813,1.12596214375286,335,335
2021-01-17,"Nordrhein-Westfalen",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05",NA,NA,NA,NA,NA,NA,NA,211779,211779,0,5728,1.18000998594713,968,906
2021-01-17,"Rheinland-Pfalz",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07",NA,NA,NA,NA,NA,NA,NA,82810,81905,905,2879,2.02276409577853,350,350
2021-01-17,"Saarland",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,15711,15711,0,250,1.59197557572448,0,0
2021-01-17,"Sachsen",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,50002,50002,0,3019,1.22795570007743,155,155
2021-01-17,"Sachsen-Anhalt",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,33148,33148,0,21,1.51030945214604,679,624
2021-01-17,"Schleswig-Holstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01",NA,NA,NA,NA,NA,NA,NA,65849,65849,0,3524,2.26770481025893,0,0
2021-01-17,"Thüringen",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16",NA,NA,NA,NA,NA,NA,NA,23413,23413,0,195,1.097461396902,0,0
2021-01-15,"Baden-Württemberg",100163,6708,52522,29956,3348,19421,NA,9.02337340458366,NA,"08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-15,"Bayern",198607,15034,47873,102769,3487,60466,NA,15.1322651265317,NA,"09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-15,"Berlin",48544,2546,30563,17738,105,24288,NA,13.2290827256423,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-15,"Brandenburg",37993,4195,9067,28119,343,4502,NA,15.0652704139311,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-15,"Bremen",11033,899,1246,5427,89,4135,NA,16.1963705332633,NA,"04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-15,"Hamburg",21951,1706,7822,9606,2270,5348,NA,11.8830501290294,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-15,"Hessen",69925,4252,18056,39725,3952,27404,NA,11.1202465617486,NA,"06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-15,"Mecklenburg-Vorpommern",37570,1140,3454,18238,706,15991,NA,23.3624228766437,NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-15,"Niedersachsen",86035,7261,16901,45644,13058,38497,NA,10.7629746167188,NA,"03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-15,"Nordrhein-Westfalen",193857,15395,0,94237,0,99628,NA,10.8015051466742,NA,"05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-15,"Rheinland-Pfalz",73749,9270,22896,33721,20,17121,NA,18.0143496316351,NA,"07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
